pokemon,sunnyday,pound,healingwish,blizzard,foulplay,focuspunch,raindance,rest,expandingforce,avalanche,iciclespear,grassknot,fakeout,icebeam,storedpower,freezedry,substitute,trick,copycat,guardswap,calmmind,psychic,powerswap,brickbreak,thunderwave,psychicterrain,psyshock,taunt,toxic,energyball,confuseray,dazzlinggleam,icywind,icepunch,thunderbolt,zenheadbutt,trickroom,shadowball,mirrorcoat,rapidspin,reflect,suckerpunch,iceshard,hail,magiccoat,thunder,lightscreen,infestation,powersplit,protect,skillswap,metronome,futuresight,safeguard,focusblast,irondefense,drainpunch,hypnosis,chargebeam,nastyplot,tripleaxel,encore,mudslap,facade,attract,lastresort,workup,weatherball,growl,detect,bite,skullbash,takedown,tickle,sleeptalk,healbell,helpinghand,babydolleyes,quickattack,echoedvoice,irontail,yawn,bodyslam,charm,tackle,sing,swift,celebrate,flail,swagger,snore,curse,hypervoice,wish,dig,headbutt,sandattack,mimic,endure,doubleedge,doublekick,retaliate,tailwhip,counter,liquidation,reversal,sweetkiss,poweruppunch,thief,closecombat,highhorsepower,endeavor,scald,waterpulse,earthpower,bulkup,poisonjab,throatchop,lowkick,superpower,darkestlariat,amnesia,surf,rockslide,dive,megakick,waterfall,rocktomb,bellydrum,payback,hydropump,seismictoss,earthquake,hyperbeam,dynamicpunch,submission,haze,vacuumwave,circlethrow,dualchop,watergun,eerieimpulse,risingvoltage,spark,shockwave,electroball,electroweb,charge,aerialace,airslash,acrobatics,nuzzle,agility,fling,dualwingbeat,roost,solarbeam,discharge,wildcharge,uturn,knockoff,defog,voltswitch,tailwind,thundershock,covet,venoshock,bugbite,hurricane,aircutter,morningsun,strugglebug,sleeppowder,quiverdance,teleport,gigadrain,stunspore,pollenpuff,supersonic,dreameater,confusion,stringshot,poisonpowder,psybeam,ragepowder,drainingkiss,psychup,gust,bugbuzz,whirlwind,sludgebomb,heatwave,gigaimpact,hammerarm,confide,roleplay,crunch,extrasensory,brutalswing,sludgewave,lashout,fly,darkpulse,uproar,thrash,torment,smackdown,splash,destinybond,aurorabeam,gravity,moonblast,psychocut,furycutter,recycle,lunardance,allyswitch,psychoshift,moonlight,magicroom,growth,powerwhip,worryseed,swordsdance,synthesis,seedbomb,leechseed,grassyterrain,leafstorm,ancientpower,bind,painsplit,rockpolish,sandtomb,bulldoze,sandstorm,strength,explosion,rockblast,bodypress,autotomize,stealthrock,stoneedge,block,honeclaws,bounce,megahorn,shadowclaw,xscissor,snarl,focusenergy,hex,perishsong,playrough,slash,nightslash,willowisp,feint,cut,fireblast,assurance,rocksmash,incinerate,meanlook,flamethrower,laserfocus,steelbeam,gyroball,magnetrise,zapcannon,flashcannon,screech,dragonbreath,dragonpulse,outrage,scaleshot,round,falseswipe,crushclaw,leafblade,leafage,dragonclaw,solarblade,magicalleaf,dragondance,naturepower,breakingswipe,roar,thunderpunch,frenzyplant,grasspledge,grassyglide,absorb,crosspoison,lowsweep,megadrain,bulletseed,switcheroo,pinmissile,simplebeam,extremespeed,superfang,furyswipes,stompingtantrum,gunkshot,tailslap,mudshot,defensecurl,rockthrow,leer,scaryface,selfdestruct,imprison,brine,aquatail,drillrun,whirlpool,mist,frostbreath,ironhead,lifedew,sparklingaria,beatup,dragontail,revenge,spite,skittersmack,scorchingsands,powertrip,thunderfang,firefang,fairywind,icefang,faketears,mistyterrain,psychicfangs,poisonfang,stockpile,metalburst,auroraveil,iciclecrash,soak,headsmash,aquaring,powdersnow,featherdance,wideguard,leechlife,triattack,partingshot,dracometeor,flamecharge,multiattack,aquajet,flipturn,firepunch,recover,nightshade,disable,bubblebeam,healpulse,softboiled,disarmingvoice,megapunch,aromatherapy,present,sweetscent,rollout,dragonrush,meteorbeam,metalclaw,harden,smartstrike,heavyslam,metalsound,steelroller,belch,wonderroom,slackoff,payday,razorshell,muddywater,withdraw,aurasphere,mysticalfire,toxicspikes,reflecttype,shellsmash,spikes,swallow,glare,electrify,electricterrain,paraboliccharge,firstimpression,entrainment,woodhammer,naturesmadness,hornattack,hornleech,stickyweb,mistyexplosion,cottonguard,cottonspore,lunge,poltergeist,crabhammer,steelwing,astonish,venomdrench,twister,bravebird,skyattack,wingattack,boomburst,powergem,petaldance,ingrain,firespin,corrosivegas,smokescreen,burningjealousy,poisongas,memento,acidspray,gastroacid,heatcrash,waterspout,hydrocannon,followme,teeterdance,howl,overheat,terrainpulse,stomp,coaching,surgingstrikes,acid,forcepalm,behemothbash,guardsplit,kinesis,speedswap,powertrick,acidarmor,poisontail,razorleaf,flowershield,petalblizzard,ember,flareblitz,flamewheel,shelltrap,smog,furyattack,spitup,stuffcheeks,eruption,clearsmog,lavaplume,inferno,afteryou,strengthsap,crushgrip,wrap,acupressure,poisonsting,lick,photongeyser,prismaticlaser,cosmicpower,tearfullook,defendorder,fellstinger,attackorder,pluck,shadowsneak,phantomforce,trickortreat,drumbeating,slam,nobleroar,scratch,branchpoke,doublehit,sacredsword,kingsshield,forestscurse,grudge,octazooka,crosschop,holdhands,playnice,volttackle,nightdaze,lovelykiss,bulletpunch,machpunch,highjumpkick,meteormash,lusterpurge,quash,aromaticmist,magicpowder,accelerock,doomdesire,happyhour,dragonhammer,sludge,flatter,quickguard,vitalthrow,transform,diamondstorm,magneticflux,shiftgear,overdrive,glaciate,meteorassault,finalgambit,instruct,vinewhip,waterpledge,fairylock,boltbeak,stormthrow,snipeshot,shadowpunch,spikyshield,zingzap,mindblown,spore,peck,shoreup,magmastorm,armthrust,thundercage,lockon,flyingpress,leaftornado,floralhealing,spiritbreak,falsesurrender,rockwrecker,decorate,steameruption,drillpeck,tarshot,burnup,topsyturvy,sacredfire,coil,blazekick,tropkick,jawlock,conversion,conversion2,bonerush,fierydance,mindreader,firepledge,blastburn,strangesteam,firelash,thunderouskick,bonemerang,shadowbone,banefulbunker,anchorshot,visegrip,dragonenergy,aurawheel,shellsidearm,spiritshackle,gravapple,octolock,geargrind,gearup,dragondarts,fishiousrend,plasmafists,secretsword,headcharge,eeriespell,freezingglare,appleacid,clangingscales,clangoroussoul,mistball,purify,searingshot,fusionbolt,boltstrike,vcreate,fusionflare,blueflare,fierywrath,obstruct,noretreat,doubleironbash,teatime,thousandarrows,landswrath,coreenforcer,thousandwaves,milkdrink,watershuriken,snaptrap,junglehealing,triplekick
Mr. Mime-Galar,4.0,3.0,358.0,191.0,12.0,16.0,5.0,17.0,45.0,5.0,7.0,33.0,92.0,262.0,37.0,1746.0,7.0,96.0,43.0,5.0,197.0,856.0,1.0,2.0,135.0,17.0,831.0,99.0,23.0,112.0,33.0,262.0,76.0,3.0,121.0,3.0,102.0,155.0,6.0,754.0,29.0,5.0,42.0,57.0,6.0,43.0,23.0,8.0,1.0,21.0,4.0,8.0,19.0,31.0,862.0,46.0,2.0,27.0,2.0,1009.0,1.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eevee,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,51.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,30.0,82.0,111.0,25.0,10.0,6.0,49.0,58.0,17.0,7.0,3.0,50.0,67.0,5.0,10.0,225.0,2.0,178.0,78.0,151.0,3.0,10.0,2.0,74.0,7.0,46.0,2.0,1.0,42.0,87.0,82.0,53.0,4.0,5.0,3.0,40.0,200.0,2.0,41.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Butterfree,3.0,0.0,0.0,0.0,0.0,0.0,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,147.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,7.0,1268.0,50.0,0.0,0.0,0.0,33.0,334.0,6.0,0.0,0.0,237.0,0.0,212.0,0.0,121.0,0.0,0.0,4.0,41.0,3588.0,2.0,56.0,53.0,5346.0,5181.0,11.0,1342.0,369.0,405.0,16.0,121.0,8.0,3.0,13.0,5.0,28.0,32.0,54.0,13.0,2996.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cresselia,64.0,0.0,0.0,0.0,0.0,0.0,104.0,217.0,195.0,0.0,0.0,61.0,0.0,7584.0,1243.0,0.0,623.0,383.0,0.0,5.0,2875.0,3324.0,17.0,0.0,1213.0,0.0,1590.0,0.0,4250.0,421.0,0.0,0.0,41.0,0.0,0.0,5.0,8778.0,235.0,0.0,0.0,890.0,0.0,0.0,0.0,318.0,0.0,957.0,0.0,0.0,817.0,109.0,0.0,332.0,116.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,142.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,48.0,5001.0,82.0,3.0,16.0,9741.0,22.0,143.0,10741.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
