pokemon,number_of_battles,Raw count,usage,Viability Ceiling
Garchomp,1804169,606734,0.207679,"[31103, 90, 79, 62]"
Urshifu,1804169,217028,0.1149182,"[14059, 88, 80, 64]"
Ferrothorn,1804169,652290,0.1536628,"[31449, 88, 79, 62]"
Eldegoss,1804169,5022,0.0024337,"[374, 83, 81, 57]"
Zapdos-Galar,1804169,222171,0.0250338,"[13352, 88, 77, 62]"
Kommo-o,1804169,100614,0.0094533,"[5696, 87, 77, 61]"
Darmanitan,1804169,36957,0.0015158,"[2912, 81, 74, 58]"
Milotic,1804169,40585,0.0004829,"[2719, 79, 69, 55]"
Ditto,1804169,63039,0.0255082,"[4000, 88, 80, 59]"
Flygon,1804169,16262,0.0011326,"[1184, 83, 68, 54]"
Marowak-Alola,1804169,49910,0.0115695,"[2997, 86, 77, 60]"
Toxapex,1804169,468001,0.312537,"[25812, 90, 81, 62]"
Dhelmise,1804169,11380,0.0002,"[921, 79, 73, 57]"
Latias,1804169,41684,0.0071101,"[2993, 85, 79, 61]"
Mesprit,1804169,10618,0.0001075,"[658, 78, 71, 55]"
Landorus-Therian,1804169,921223,0.3525502,"[38048, 90, 80, 64]"
Lapras,1804169,14745,0.0001121,"[1236, 76, 65, 53]"
Bisharp,1804169,87307,0.015543,"[5428, 88, 79, 61]"
Toxtricity,1804169,41903,0.0023068,"[3111, 84, 74, 56]"
Krookodile,1804169,99640,0.0095368,"[6361, 85, 74, 60]"
Lucario,1804169,53461,0.0011143,"[4269, 83, 70, 55]"
Sirfetch'd,1804169,14237,0.0005929,"[1201, 83, 72, 56]"
Steelix,1804169,11314,0.0001781,"[986, 75, 67, 53]"
Aurorus,1804169,9327,0.0005778,"[685, 76, 72, 57]"
Mantine,1804169,12875,0.0005582,"[919, 79, 74, 59]"
Frosmoth,1804169,9421,0.0001071,"[761, 80, 69, 54]"
Nidoqueen,1804169,17658,0.0042682,"[1369, 87, 78, 60]"
Cinccino,1804169,12032,0.0001688,"[939, 77, 68, 53]"
Regidrago,1804169,27323,0.0014786,"[2263, 83, 75, 58]"
Sharpedo,1804169,14376,0.0004456,"[979, 82, 72, 55]"
Scolipede,1804169,25484,0.0037237,"[1749, 88, 75, 57]"
Aggron,1804169,18074,0.0003455,"[1483, 81, 69, 52]"
Togekiss,1804169,97506,0.007341,"[6450, 88, 75, 58]"
Sandslash,1804169,2471,0.000119,"[251, 79, 65, 53]"
Heliolisk,1804169,17675,0.0030512,"[1272, 87, 75, 56]"
Celebi,1804169,6929,0.0001875,"[614, 80, 72, 55]"
Arcanine,1804169,29002,0.0005137,"[2004, 78, 68, 55]"
Omastar,1804169,8639,0.0015318,"[648, 82, 79, 58]"
Corsola-Galar,1804169,27823,0.0002768,"[1695, 71, 68, 55]"
Pyukumuku,1804169,10183,0.0018961,"[694, 84, 77, 56]"
Victini,1804169,97029,0.0252565,"[5606, 87, 78, 62]"
Cofagrigus,1804169,8696,0.0001496,"[641, 76, 67, 53]"
Venusaur,1804169,84956,0.0055274,"[6184, 85, 75, 58]"
Scrafty,1804169,10284,0.000154,"[773, 80, 69, 53]"
Magnezone,1804169,68272,0.0251799,"[4975, 88, 81, 63]"
Volcanion,1804169,42776,0.0104275,"[2684, 86, 78, 61]"
Rhyperior,1804169,50220,0.0083543,"[3575, 87, 76, 60]"
Ninetales-Alola,1804169,70594,0.0061705,"[4256, 89, 76, 59]"
Durant,1804169,12879,0.0004919,"[1060, 79, 71, 56]"
Tapu Bulu,1804169,40459,0.0044683,"[2871, 85, 77, 61]"
Incineroar,1804169,41548,0.0022221,"[3289, 83, 73, 56]"
Moltres-Galar,1804169,42838,0.0094224,"[3097, 88, 79, 60]"
Araquanid,1804169,27583,0.0008741,"[1687, 82, 71, 58]"
Moltres,1804169,251816,0.0302749,"[14035, 88, 77, 63]"
Cloyster,1804169,61868,0.0040457,"[3949, 88, 74, 57]"
Tauros,1804169,8106,0.0002739,"[714, 81, 70, 55]"
Klefki,1804169,32317,0.0015208,"[2145, 84, 75, 58]"
Obstagoon,1804169,104787,0.019713,"[6019, 86, 79, 64]"
Shelgon,1804169,145,0.0001195,"[24, 78, 78, 56]"
Dracozolt,1804169,100895,0.0196798,"[6746, 88, 77, 62]"
Salamence,1804169,60184,0.0037524,"[4042, 85, 73, 57]"
Arctozolt,1804169,38938,0.0048757,"[2603, 89, 77, 62]"
Metagross,1804169,43466,0.0005107,"[3454, 78, 68, 55]"
Haxorus,1804169,31795,0.0010003,"[2587, 84, 72, 56]"
Vikavolt,1804169,9478,0.000505,"[828, 80, 70, 55]"
Hitmonlee,1804169,14454,0.0001324,"[913, 76, 68, 53]"
Porygon2,1804169,44675,0.0057802,"[3060, 85, 76, 59]"
Melmetal,1804169,309284,0.0734422,"[17783, 90, 79, 62]"
Crawdaunt,1804169,107283,0.0356052,"[6249, 85, 80, 63]"
Cinderace,1804169,805259,0.2253238,"[37717, 88, 79, 62]"
Mamoswine,1804169,79380,0.0114142,"[4613, 88, 78, 62]"
Goodra,1804169,30584,0.0006112,"[1967, 77, 69, 55]"
Druddigon,1804169,13415,0.0005873,"[1086, 82, 72, 56]"
Starmie,1804169,18567,0.0006393,"[1223, 80, 74, 56]"
Mew,1804169,73004,0.0103435,"[4866, 87, 78, 59]"
Celesteela,1804169,67420,0.0192891,"[4180, 90, 78, 62]"
Hippowdon,1804169,191253,0.1087662,"[12376, 90, 81, 63]"
Centiskorch,1804169,10659,0.0003054,"[850, 80, 70, 53]"
Blissey,1804169,307168,0.1666787,"[18217, 89, 81, 62]"
Slowbro-Galar,1804169,20956,0.0013359,"[1502, 85, 72, 55]"
Politoed,1804169,18767,0.000423,"[1591, 80, 70, 56]"
Noctowl,1804169,2303,0.001767,"[224, 84, 80, 54]"
Spectrier,1804169,427803,0.1218856,"[22156, 90, 80, 64]"
Buzzwole,1804169,222949,0.0314283,"[13802, 88, 77, 61]"
Exploud,1804169,16100,0.0051435,"[1181, 88, 80, 63]"
Sylveon,1804169,26758,0.0012822,"[2075, 82, 69, 55]"
Decidueye,1804169,9758,0.0001525,"[1066, 84, 68, 53]"
Lanturn,1804169,8196,0.0003791,"[579, 82, 71, 54]"
Amoonguss,1804169,46439,0.0138164,"[3903, 87, 79, 59]"
Urshifu-Rapid-Strike,1804169,281043,0.0428195,"[16643, 88, 77, 61]"
Seismitoad,1804169,68459,0.0224499,"[4573, 85, 79, 62]"
Crobat,1804169,20466,0.0001744,"[1579, 83, 68, 53]"
Linoone,1804169,17593,0.0005906,"[1186, 78, 72, 56]"
Electivire,1804169,16135,0.0002203,"[1138, 80, 70, 54]"
Blacephalon,1804169,92965,0.008215,"[5751, 85, 75, 59]"
Rotom-Wash,1804169,95073,0.0067367,"[5781, 86, 76, 59]"
Pelipper,1804169,257372,0.0503926,"[14930, 86, 78, 62]"
Avalugg,1804169,8083,0.0001828,"[664, 78, 73, 55]"
Talonflame,1804169,16939,0.000312,"[1469, 81, 67, 53]"
Lycanroc,1804169,12467,0.0001929,"[782, 77, 72, 54]"
Umbreon,1804169,40998,0.0040102,"[2619, 85, 76, 56]"
Alakazam,1804169,70699,0.0063443,"[5013, 88, 75, 58]"
Dragalge,1804169,9546,0.0010255,"[816, 85, 71, 55]"
Heracross,1804169,18430,0.0009932,"[1589, 83, 75, 57]"
Blastoise,1804169,30832,0.0006124,"[2246, 84, 69, 54]"
Togedemaru,1804169,7197,0.0001447,"[526, 74, 66, 52]"
Pangoro,1804169,7423,0.0004771,"[648, 84, 74, 59]"
Quagsire,1804169,51451,0.0373772,"[3234, 89, 82, 60]"
Beartic,1804169,3882,0.0001056,"[419, 76, 69, 54]"
Jolteon,1804169,18823,0.00012,"[1498, 73, 65, 53]"
Dragonite,1804169,296057,0.0483433,"[17436, 88, 77, 60]"
Zarude,1804169,41520,0.0213649,"[3189, 90, 81, 63]"
Gyarados,1804169,82066,0.0036873,"[5178, 85, 73, 57]"
Zygarde-10%,1804169,11300,0.001607,"[942, 82, 75, 60]"
Turtonator,1804169,5416,0.0007033,"[492, 88, 69, 51]"
Vaporeon,1804169,18519,0.0016495,"[1394, 86, 73, 55]"
Chandelure,1804169,38302,0.0005551,"[2649, 81, 68, 55]"
Shelmet,1804169,409,0.0006073,"[52, 85, 85, 62]"
Froslass,1804169,10908,0.0004522,"[803, 81, 71, 54]"
Reuniclus,1804169,50698,0.0291872,"[3141, 90, 82, 62]"
Ribombee,1804169,44570,0.0034922,"[2941, 83, 74, 60]"
Heatran,1804169,435490,0.1538203,"[22974, 90, 80, 63]"
Tyrantrum,1804169,12011,0.0011282,"[1072, 82, 74, 57]"
Dragapult,1804169,486260,0.104945,"[28626, 90, 78, 60]"
Terrakion,1804169,22913,0.0029262,"[1821, 87, 78, 61]"
Weezing-Galar,1804169,25125,0.0033747,"[1943, 83, 78, 59]"
Gardevoir,1804169,38333,0.0012989,"[2653, 83, 68, 53]"
Regieleki,1804169,344801,0.05377,"[20766, 89, 76, 60]"
Conkeldurr,1804169,64252,0.0032455,"[4664, 85, 74, 58]"
Slowking,1804169,56381,0.0387494,"[4228, 87, 82, 66]"
Drampa,1804169,4756,0.0039601,"[374, 84, 76, 55]"
Stunfisk,1804169,2136,0.0002492,"[201, 84, 81, 55]"
Flareon,1804169,6212,0.0004272,"[595, 82, 70, 52]"
Rotom-Mow,1804169,10768,0.0001305,"[897, 74, 67, 55]"
Audino,1804169,6155,0.001239,"[488, 85, 79, 58]"
Hawlucha,1804169,229579,0.0545925,"[13291, 88, 78, 62]"
Sandslash-Alola,1804169,8795,0.0005395,"[697, 85, 76, 55]"
Mudsdale,1804169,9854,0.0001035,"[709, 75, 68, 54]"
Roserade,1804169,19662,0.0001642,"[1537, 78, 69, 55]"
Drapion,1804169,15746,0.0002787,"[1193, 80, 71, 55]"
Braviary,1804169,6567,0.0002174,"[667, 78, 69, 53]"
Torkoal,1804169,84800,0.007055,"[5896, 85, 76, 60]"
Excadrill,1804169,360758,0.1204549,"[21633, 89, 79, 61]"
Polteageist,1804169,28259,0.0005986,"[1813, 76, 71, 56]"
Bewear,1804169,10691,0.00077,"[710, 84, 76, 56]"
Comfey,1804169,15591,0.0007743,"[998, 82, 69, 55]"
Grimmsnarl,1804169,84076,0.0038981,"[5261, 85, 74, 58]"
Cradily,1804169,10962,0.0001786,"[794, 79, 68, 53]"
Munchlax,1804169,614,0.0001139,"[46, 75, 75, 52]"
Regigigas,1804169,10758,0.0022729,"[1130, 90, 78, 54]"
Arctovish,1804169,11792,0.000692,"[854, 78, 75, 58]"
Tentacruel,1804169,29122,0.0011027,"[2024, 88, 72, 57]"
Lickilicky,1804169,2350,0.0001176,"[222, 82, 75, 56]"
Zeraora,1804169,121506,0.0246255,"[7597, 88, 78, 59]"
Gengar,1804169,124601,0.0038751,"[8691, 84, 72, 57]"
Swampert,1804169,333265,0.0602863,"[19376, 89, 78, 61]"
Corviknight,1804169,362940,0.148229,"[22225, 89, 80, 61]"
Tapu Fini,1804169,351573,0.0772663,"[18563, 88, 79, 63]"
Sableye,1804169,12207,0.0001419,"[1158, 75, 67, 55]"
Slowking-Galar,1804169,294856,0.1417199,"[15886, 90, 81, 64]"
Primarina,1804169,36906,0.0017619,"[2541, 84, 75, 57]"
Necrozma,1804169,12117,0.0014981,"[936, 85, 80, 57]"
Golurk,1804169,11729,0.0008076,"[954, 83, 76, 56]"
Suicune,1804169,31623,0.0167463,"[2335, 88, 82, 65]"
Indeedee,1804169,19360,0.0017143,"[1452, 88, 75, 58]"
Scizor,1804169,106472,0.0103927,"[6906, 89, 75, 57]"
Nidoking,1804169,310065,0.0540767,"[17763, 90, 78, 61]"
Zapdos,1804169,381304,0.1341899,"[19825, 90, 80, 64]"
Cobalion,1804169,6207,0.0003178,"[584, 79, 75, 56]"
Rillaboom,1804169,555100,0.1735573,"[28070, 90, 80, 63]"
Raikou,1804169,11682,0.0005006,"[956, 82, 73, 57]"
Tapu Lele,1804169,280435,0.063807,"[15069, 89, 79, 63]"
Gastrodon,1804169,47792,0.0160905,"[3314, 89, 81, 61]"
Tapu Koko,1804169,399921,0.104674,"[20936, 90, 79, 63]"
Thundurus-Therian,1804169,50873,0.012814,"[3480, 85, 79, 61]"
Weavile,1804169,131945,0.010675,"[7897, 87, 76, 59]"
Glastrier,1804169,27976,0.0039926,"[2218, 84, 77, 59]"
Tornadus-Therian,1804169,185709,0.1135783,"[11496, 89, 82, 65]"
Gigalith,1804169,10294,0.0002309,"[851, 80, 71, 55]"
Keldeo,1804169,47018,0.0105841,"[3403, 90, 80, 62]"
Tyranitar,1804169,317757,0.1074147,"[19107, 89, 79, 61]"
Aegislash,1804169,129522,0.0171009,"[9343, 86, 76, 59]"
Noivern,1804169,13971,0.0001292,"[1147, 77, 69, 53]"
Registeel,1804169,15731,0.0020321,"[1288, 84, 72, 55]"
Xatu,1804169,10803,0.0018911,"[740, 84, 80, 56]"
Nihilego,1804169,49161,0.0045932,"[3353, 83, 76, 59]"
Sceptile,1804169,28039,0.0003635,"[2525, 81, 67, 53]"
Indeedee-F,1804169,4051,0.0001207,"[391, 79, 73, 53]"
Charizard,1804169,51789,0.000401,"[4065, 80, 70, 54]"
Miltank,1804169,7202,0.0002128,"[544, 80, 73, 54]"
Pikachu,1804169,19580,0.0002968,"[1428, 78, 70, 53]"
Zoroark,1804169,29419,0.0008704,"[2276, 81, 71, 57]"
Salazzle,1804169,37252,0.0011078,"[2469, 82, 72, 56]"
Shuckle,1804169,75929,0.0081841,"[4729, 84, 76, 59]"
Magmortar,1804169,9457,0.0001381,"[1144, 71, 67, 56]"
Galvantula,1804169,39987,0.000486,"[2481, 77, 67, 55]"
Abomasnow,1804169,8017,0.000186,"[775, 79, 73, 55]"
Tsareena,1804169,8861,0.000138,"[662, 82, 69, 54]"
Luxray,1804169,6529,0.0002576,"[673, 78, 66, 52]"
Clefable,1804169,462496,0.2113526,"[26310, 90, 80, 63]"
Sigilyph,1804169,10284,0.0004907,"[738, 82, 71, 55]"
Jellicent,1804169,11575,0.0005978,"[765, 83, 76, 57]"
Shiftry,1804169,5652,0.0002446,"[535, 78, 74, 55]"
Stakataka,1804169,27335,0.0010556,"[1955, 85, 74, 58]"
Mienshao,1804169,14770,0.000506,"[1290, 78, 74, 57]"
Latios,1804169,200811,0.0263216,"[12771, 88, 77, 61]"
Ludicolo,1804169,10932,0.0003042,"[991, 76, 67, 54]"
Clawitzer,1804169,7140,0.0002744,"[582, 79, 75, 55]"
Hatterene,1804169,85309,0.0063973,"[5064, 85, 76, 59]"
Rotom-Heat,1804169,61014,0.0033314,"[4724, 84, 73, 57]"
Malamar,1804169,14078,0.000138,"[970, 77, 68, 53]"
Entei,1804169,13137,0.0003252,"[912, 77, 72, 58]"
Tangrowth,1804169,71600,0.042638,"[5083, 89, 82, 63]"
Lycanroc-Dusk,1804169,41265,0.001625,"[2846, 81, 73, 59]"
Slowbro,1804169,362608,0.1692279,"[19759, 89, 80, 64]"
Sandaconda,1804169,10892,0.0008702,"[763, 83, 78, 55]"
Espeon,1804169,33023,0.000221,"[2204, 79, 68, 54]"
Diancie,1804169,11950,0.0005405,"[916, 83, 71, 56]"
Ninetales,1804169,22772,0.0007211,"[1621, 81, 70, 54]"
Kartana,1804169,376229,0.0865414,"[20840, 90, 79, 62]"
Azumarill,1804169,107723,0.021474,"[6966, 85, 78, 62]"
Runerigus,1804169,11367,0.0001136,"[941, 75, 70, 53]"
Aerodactyl,1804169,15387,0.0001871,"[1269, 77, 70, 55]"
Articuno,1804169,9252,0.000161,"[752, 72, 71, 55]"
Jirachi,1804169,51649,0.0096351,"[3893, 89, 79, 60]"
Dusclops,1804169,11416,0.0001415,"[982, 71, 66, 53]"
Inteleon,1804169,38243,0.0003637,"[2702, 82, 69, 55]"
Hydreigon,1804169,259081,0.1635247,"[16274, 89, 81, 64]"
Golisopod,1804169,15108,0.0012072,"[1163, 80, 68, 54]"
Shedinja,1804169,20657,0.0061572,"[1438, 86, 80, 58]"
Azelf,1804169,26037,0.0024011,"[1821, 84, 75, 59]"
Gallade,1804169,9797,0.0002957,"[939, 80, 66, 51]"
Skarmory,1804169,91504,0.1003206,"[5624, 90, 82, 63]"
Exeggutor-Alola,1804169,5048,0.0002106,"[381, 80, 75, 55]"
Altaria,1804169,5567,0.0002422,"[603, 80, 74, 53]"
Whimsicott,1804169,22014,0.000307,"[1602, 81, 72, 55]"
Kingdra,1804169,54354,0.004866,"[4036, 83, 75, 60]"
Thievul,1804169,4560,0.0003226,"[350, 80, 75, 57]"
Meowstic,1804169,6182,0.0002519,"[512, 78, 72, 55]"
Kyurem,1804169,90015,0.0515125,"[5256, 88, 81, 65]"
